time,english,french
3732.559,see if i um look in the chat,"voir  si je regarde dans le chat, d'"
3736.4,um,NA
3737.52,okay can you talk a little bit about why,"accord, pouvez-vous parler un peu de la raison pour laquelle"
3739.2,you are not using,vous n'utilisez pas
3740.88,clustered standard errors,les erreurs standard groupées
3742.96,um,euh
3745.28,and then,et puis d'
3746.96,okay,accord
3747.92,so,donc
3752,i,NA
3753.599,so okay,NA
3755.039,full disclosure i'm i'm an economist um,je vais donc d'accord divulgation complète je suis je suis un économiste euh
3758.319,and um i'm not a phd but my,et euh je ne suis pas un  phd mais je
3761.44,understanding is that we are,crois comprendre que nous
3763.119,um adjusting the standard errors,ajustons les erreurs types en
3765.44,according to both the,fonction à la fois de l'
3767.44,primary sampling unit and,unité d'échantillonnage primaire et
3771.92,in the strata,"des strates,"
3773.839,so,donc
3775.76,my understanding is that we are using,je crois comprendre que nous utilisons
3777.76,clustered standard errors um however um,des erreurs types groupées euh cependant euh
3782.64,that's definitely something that if you,tha  C'est certainement quelque chose que si
3784.48,would like to email us separately about,"vous souhaitez nous envoyer un e-mail séparément à ce sujet,"
3787.28,this we are following the,nous suivons les
3789.28,um,um
3792.4,the briefs that pma,les mémoires que pma
3795.839,um about these data um,"um à propos de ces données um,"
3799.359,so,NA
3800.559,we'll definitely have to get back to you,donc nous devrons certainement vous répondre
3802,on that um but this is my understanding,"à ce sujet, mais c'est ce que je comprends"
3804.799,is that according to this multi-stage,est que selon  à cette
3807.2,cluster sampling design we're adjusting,"conception d'échantillonnage en grappes à plusieurs degrés, nous ajustons"
3809.839,the standard errors based on,les erreurs types en fonction des
3811.839,strata and psu,strates et des psu
3813.44,um,euh
3814.4,so okay awesome yeah i'm i'm not exactly,donc d'accord génial ouais je ne suis pas tout à fait d'
3818.319,okay great um so why are the baseline,accord super euh alors pourquoi les variables
3821.039,explanatory,explicatives de base
3822.839,variables i guess i'm not entirely,je suppose que je ne le suis pas entièrement
3826.16,uh sure about this question,euh sûr de cette question
3829.359,um,euh
3830.64,i,je
3834.48,um oh my baseline explanatory models,euh oh mes modèles explicatifs de base
3840.24,into the model okay,dans le modèle d'accord
3842.559,um,euh
3843.92,if i'm understanding correctly um you're,si je comprends bien euh vous
3846.16,asking why we're using uh like the phase,demandez pourquoi nous utilisons euh comme les
3848.64,two versions of each of these,versions de phase deux de chacun de ces
3850.799,um,euh
3851.599,so,donc d'
3852.559,okay we have two minutes left um,accord nous en avons deux  minutes restantes euh
3855.2,so for most of these explanatory,donc pour la plupart de ces
3857.039,variables um,variables explicatives euh
3858.799,we are,nous
3861.599,using,utilisons des
3863.44,variables because like,variables parce que comme
3865.44,the baseline happened before covet um so,la ligne de base s'est produite avant la convoitise euh afin
3868.559,that we couldn't,"que nous ne puissions pas,"
3870.16,they couldn't ask questions about covet,ils ne pouvaient pas poser de questions sur les
3872.319,impacts before covet happened um so we,impacts de la convoitise avant que la convoitise ne se produise euh donc nous
3875.039,are only using um baseline two but you,n'utilisons que  euh ligne de base deux mais vous
3878.72,could of course like,pourriez bien sûr comme
3880.48,um,euh
3881.44,see if there's any changes in her,voir s'il y a des changements dans son
3883.44,education,éducation
3884.64,so you could look to see if there were,afin que vous puissiez voir s'il y avait des
3886.48,differences between her education at,différences entre son éducation au
3888,time one and time two um but i i just,moment un et au temps deux euh mais j'ai juste
3890.96,chose to use the um the time to because,choisi d'utiliser le euh le temps de parce que
3893.76,that's like um we were kind of looking,"c'est comme euh, nous étions en quelque sorte en train de regarder"
3896.48,at,NA
3897.2,how she's changing over time um but,"comment elle change avec le temps, euh, mais"
3900.24,again,"encore une fois,"
3901.039,a lot of the the choices i made for this,beaucoup des choix que j'ai faits pour ce
3903.2,model was um the sake of simplicity um,"modèle étaient euh par souci de simplicité, euh"
3906.48,in this model but the great thing about,"dans ce modèle, mais la grande chose à propos de"
3908.799,these data is that you have the,ces données est que vous avez le
3911.359,information about this woman in both,des informations sur cette femme dans les deux
3913.119,time periods and if you in this way you,"périodes et si vous de cette manière, vous"
3915.28,can kind of dissect that change over,pouvez en quelque sorte disséquer ce changement au fil du
3917.44,time i hope that's what your question,"temps, j'espère que c'est ce que votre"
3919.52,was getting at,"question recevait,"
3920.839,um but,mais
3922.88,uh definitely feel free to email uh,"euh, n'hésitez pas à envoyer un e-mail euh"
3925.76,iphones umn.org and we'll post that um,iphones umn.org et nous publierons  c'est
3929.599,that's our user support email,notre e-mail d'assistance aux utilisateurs
3931.68,and you can definitely they'll be able,et vous pouvez certainement qu'ils pourront
3933.039,to forward me,me transmettre les
3934.96,questions that you have um,questions que vous avez
3938,about this workshop um sorry that we're,sur cet atelier euh désolé que nous manquions
3940.96,we're kind of running a little low on,un peu de
3942.559,time but thank you so much everyone for,temps mais merci beaucoup tout le monde  pour
3944.559,uh for attending and for your questions,"euh pour un  ttending et pour vos questions,"
3947.359,so i think we'll be,donc je pense que nous serons
3948.839,um,NA
3950.4,brought back to the larger group very,"très bientôt ramenés au groupe plus large,"
3952.559,soon,NA
4107.52,all right so i think we probably have,donc je pense que nous avons probablement
4109.6,everyone back from sessions now,tout le monde de retour des sessions maintenant
4112.56,um,euh
4114,so matt and devin any any notes anything,si mat et devin toutes les notes que
4116.799,you want to note from uh the breakout,vous voulez noter de euh le
4118.48,sessions,séances en petits groupes
4125.679,um no notes phil other than,euh pas de notes phil autre que
4128.159,my session had no time for questions so,"ma session n'avait pas le temps pour les questions, donc"
4130.64,if anybody would like to ask a question,si quelqu'un souhaite poser une question
4132.64,here is a great time to do it,"ici, c'est un bon moment pour le faire"
4135.6,uh yeah no notes here but um same if,euh ouais pas de notes ici mais euh pareil s'il
4137.759,there's any other questions that came up,y a d'autres questions qui sont venues
4139.52,um,euh
4140.88,feel free to write them in,"sentir  libre de les écrire,"
4143.839,that's right so i think you all should,"c'est vrai, donc je pense que vous devriez tous"
4145.759,have access to the chat um so we did,"avoir accès au chat euh, nous"
4148.56,want to allow a little bit of time for,voulions donc laisser un peu de temps pour les
4150.4,questions so if you have any please feel,"questions, donc si vous en avez, n'hésitez"
4152.4,free to put them in the chat and we can,pas à les mettre dans le chat et nous pouvons
4154.08,answer them right away,répondre  ils
4166.319,do,font
4198.88,all right um well not seeing any,tout de suite bien euh eh bien ne voyant aucune
4201.36,questions that's okay,question c'est bien
4203.679,because,parce que
4205.12,we'll have time for uh questions,nous aurons du temps pour euh des questions
4208.32,later after this session,plus tard après cette session
4210.32,but just a few more things to note,mais juste quelques autres choses à noter
4212.4,before we finish up,avant de terminer
4215.28,so first of all the uh the examples that,donc tout d'abord les euh les exemples que
4218,we ran through today we're looking at,nous avons couru  jusqu'à aujourd'hui w  Nous examinons
4219.92,the impact of covet 19 on concept of use,l'impact de covet 19 sur le concept d'utilisation
4222.96,and that's obviously only one of uh many,et ce n'est évidemment qu'un des nombreux
4226.08,topics that pma collects data on so pma,"sujets sur lesquels pma collecte des données, donc pma"
4229.44,we also collect data on women's on,nous collectons également des données sur les femmes sur des
4230.96,topics like women's economic empowerment,sujets tels que l'autonomisation économique des
4233.199,uh women's sexual reproductive,femmes euh l'autonomisation sexuelle des
4234.88,empowerment,femmes
4236.08,um,euh
4237.6,and uh reproductive histories we collect,et euh  antécédents de reproduction nous recueillons
4239.76,a two to three year contraceptive,un calendrier contraceptif de deux à trois ans
4241.36,calendar uh,NA
4242.96,a lot closer to three years than two,euh beaucoup plus près de trois ans que de deux
4245.52,um gender-based violence uh for certain,euh violence basée sur le genre euh pour certains
4248.239,countries and and rounds uh fertility,pays et et rondes euh fécondité
4250.8,and contraceptive preference and,et préférences et intentions contraceptives
4252,intentions,NA
4253.199,uh family planning service quality and,euh qualité du service de planification familiale et
4255.28,we also have gps coordinates that are,nous avons aussi des coordonnées GPS  qui sont
4257.28,displaced,déplacés
4258.8,for all of our participants in,pour tous nos participants dans les
4260.239,households,"ménages,"
4262.08,so these are only a few of the topics,donc ce ne sont que quelques-uns des sujets sur
4264.239,that collect data on,lesquels des données sont collectées
4266.48,and,et
4268.64,our survey instruments are actually,nos instruments d'enquête sont réellement
4270,available on the pma website so if you,"disponibles sur le site Web de pma, donc si vous"
4272.159,go to pma's website and you go to the,allez sur le site Web de pma et que vous allez dans l'
4274.4,survey methodology tab then you can find,"onglet méthodologie d'enquête, alors  vous pouvez trouver"
4277.04,all of our survey instruments from,tous nos instruments d'enquête de la
4279.6,phase 1 phase 2 and then we'll be,"phase 1 de la phase 2, puis nous"
4282,posting phase 3 survey instrument,publierons bientôt l'instrument d'enquête de la phase 3
4284.08,shortly,NA
4285.12,and what i have here up on this slide,"et  ce que j'ai ici sur cette diapositive,"
4287.36,these topics most of them are um,"ces sujets, la plupart d'entre eux sont"
4290.48,available for longitudinal data analysis,"disponibles pour l'analyse longitudinale des données,"
4292.96,there's one or two that we've changed,il y en a un ou deux que nous avons modifiés au
4294.64,over time across phases but for the most,"fil du temps à travers les phases, mais pour la plupart,"
4296.8,part you can do longitudinal analysis of,vous pouvez faire une analyse longitudinale de
4299.36,things like empowerment um,choses comme l'autonomisation et
4302,reproductive histories and uh fertility,les antécédents reproductifs  et euh les
4304.159,intentions and so on,intentions de fertilité et ainsi de suite
4306.239,so i do see,donc je vois
4308,um a question in the chat,une question dans le chat
4310.719,uh so one question for the iphone's team,euh donc une question pour l'équipe de l'iphone
4314,what are the steps to registering for,quelles sont les étapes pour s'inscrire aux
4315.84,ipham's data,données d'ipham
4319.199,that's a great question,c'est une excellente question
4320.88,so on our,donc sur notre
4322.64,website um so i had scrolled down just a,site Web euh donc j'avais fait défiler juste un
4325.44,little bit and clicked a button that,un peu et cliqué sur un bouton qui
4327.52,said get data,disait obtenir des données
4329.12,right immediately to the right of that,juste à droite de celui-ci
4330.64,there's a button that says registered,il y a un bouton qui dit enregistré
4332.56,here,ici
4333.76,and just a re-emphasize always free,et juste un rappel toujours libre
4336.96,to access so just register,d'accès alors inscrivez
4339.52,tell us a little bit about how you plan,"-vous, dites-nous un peu comment vous prévoyez"
4340.96,to use the data and then um i try to uh,d'utiliser les données  et puis euh j'essaie euh de
4346.32,read those with like almost every day,lire ceux avec presque tous les jours
4348.239,that they come in so within about a,où ils arrivent donc dans environ un
4350.159,business day i'll be able to read it um,jour ouvrable je pourrai le lire euh
4352.48,and,NA
4353.36,as soon as you receive an email from us,et dès que vous recevrez un e-mail de notre part
4355.12,that your,que votre
4356.159,registration was approved then you can,"reg  L'inscription a été approuvée, alors vous pouvez"
4358.239,go ahead log in,vous connecter en
4360.159,using your credential the you know,"utilisant vos informations d'identification, le"
4361.84,password and email you used and you can,mot de passe et l'e-mail que vous connaissez et vous pouvez
4364.08,go ahead and down the data,aller de l'avant et descendre les données
4365.6,right away,tout de
4368.64,all right and uh thanks very much devin,suite et euh merci beaucoup devin la
4371.52,second question is ipham's the preferred,deuxième question est la
4373.44,way to access pma data uh so very good,façon préférée d'accéder à pma  données euh donc très bonne
4376.32,question uh so for right now um you can,question euh donc pour le moment euh vous pouvez
4379.44,access the data either through ipbombs,accéder aux données soit via ipbombs
4381.199,or through the pma website and either,soit via le site web pma et les deux
4383.679,ways are perfectly acceptable,manières sont parfaitement acceptables
4386.159,um and the data are in slightly,euh et les données sont dans
4388.159,different formats across these uh these,des formats légèrement différents à travers ces euh ces
4390.08,two modes of of accessing them um,"deux modes d'accès  euh,"
4393.679,but you know you won't have any,mais vous savez que vous n'aurez aucune
4395.12,difficulty doing analysis,difficulté à effectuer une analyse
4397.44,with either either data set so you could,"avec l'un ou l'autre des ensembles de données, vous pouvez donc"
4399.679,use either the pma website or,utiliser le site Web pma ou
4402.32,the ipam's web pma website for accessing,le site Web pma de l'ipam pour accéder aux
4404.719,data,données
4407.36,um so a few other notes about our,"euh, donc quelques autres notes sur nos"
4409.52,longitudinal panel data,"données de panel longitudinales,"
4411.36,so baseline panel data are available for,donc les données de base du panel  sont disponibles pour
4413.6,all eight countries right now and as i,les huit pays en ce moment et comme je
4415.76,just mentioned they can be accessed,"viens de le mentionner, ils sont accessibles"
4417.04,through,via
4417.84,the ipams pma website or,le site Web ipams pma ou
4420.48,the pma main website,"le site Web principal pma,"
4422.56,the links are shown here,les liens sont affichés ici
4424.96,and we have two phases of longitudinal,et  nous avons deux phases de
4426.96,panel data so we have baseline and,"données de panel longitudinales, nous avons donc une ligne de base et un"
4428.64,follow-up available and posted online,suivi disponibles et publiés en ligne
4431.04,for kenya nigeria drc and burkina faso,"pour le kenya, le nigeria, la rdc et le burkina faso"
4434.48,and then this summer we'll be posting,", puis cet été, nous publierons des"
4436.48,data for,données pour le
4437.76,rajasthan india,"rajasthan, l'inde, l'"
4439.36,uganda cote d'ivoire and niger so by the,"ouganda, la côte d'ivoire et le niger, donc d'ici le"
4442.64,summer we'll have,"l'été, nous aurons des"
4444.08,panel data for all eight countries where,données de panel pour les huit pays où
4446.239,we work,nous travaillons
4447.52,and then shortly afterwards we'll we'll,", puis peu de temps après, nous"
4449.52,also have phase three data,"aurons également des données de phase trois,"
4451.52,so ken in nigeria will post phase three,donc ken au nigeria publiera des données de phase trois d'
4454.8,data by august of this year,"ici août de cette année,"
4457.28,then followed shortly by burkina faso,puis peu de temps après le burkina faso
4459.36,and drc,et  drc
4461.12,um then you know we referred to some of,um alors vous savez que nous avons fait référence à certaines
4464,the research that pma has done with,des recherches que pma a faites avec
4465.44,these data or that has been done with,ces données ou qui ont été faites avec des
4467.04,pma data,données pma
4468.4,but we've done obviously more research,mais nous avons évidemment fait plus de recherches
4470.8,than what was just presented here and if,que ce qui vient d'être présenté ici et si
4472.719,you want to look at more of our research,"vous voulez regarder plus de  nos recherches,"
4475.84,you can access it through the pma google,vous pouvez y accéder via le
4478.159,scholar website,site Web pma google Scholar
4479.76,and there's a link on this powerpoint,et il y a un lien sur ce powerpoint
4481.76,that we'll make,que nous mettrons à
4482.88,available after this session,disposition après cette session
4487.28,next slide,"prochaine diapositive,"
4489.84,so if you have questions about anything,donc si vous avez des questions sur tout ce que
4491.36,we presented today,"nous avons présenté aujourd'hui,"
4493.12,we encourage you to email us you can,"nous vous encourageons  ou pour nous envoyer un e-mail, vous pouvez"
4496.56,reach us through these two email,nous joindre via ces deux adresses e-mail
4498.56,addresses here the first four uh is the,ici les quatre premières euh sont l'
4501.12,general email address for pma,adresse e-mail générale pour pma
4503.76,and the second is for ippams,et la seconde est pour ippams
4506,so any questions that you have please,donc toutes les questions que vous avez s'il vous plaît
4508,feel free to reach out and we'll answer,n'hésitez pas à nous contacter et nous répondrons à
4510.8,your questions very shortly,"vos questions  très prochainement,"
4513.52,i have one that came up in in the chat,j'en ai un qui est apparu dans le chat
4515.679,that i'd kind of like to to touch on if,que j'aimerais aborder si
4518,this would be a good time um someone,ce serait un bon moment euh quelqu'un a
4520.239,asked any takeaway messages from this,demandé des messages à retenir de cette
4522.56,analysis on what might be the key things,analyse sur ce que pourraient être les éléments clés
4525.28,to look for as far as the impact of,à rechercher comme  en ce qui concerne l'impact de
4527.12,covet 19 on family planning use,covet 19 sur l'utilisation de la planification familiale
4530.159,and one thing that comes to mind that um,et une chose qui me vient à l'esprit que euh
4532.719,i meant to talk about the breakout,je voulais parler de la
4534.159,session but,séance en petits groupes mais
4535.52,we we saw in kenya that concern over,nous avons vu au kenya que l'inquiétude concernant l'
4538.719,covet infection was was a significant uh,infection de covet était un
4542.56,determinant of adoptions and,déterminant important des adoptions et de l'
4544.56,discontinuation,abandon
4546.32,so i feel like a takeaway could be to,donc  j'ai l'impression qu'un plat à emporter pourrait être d'
4548.48,use the other variables that we didn't,utiliser les autres variables dont nous n'avons pas
4550.719,discuss in the breakout sessions to kind,discuté lors des séances
4552.64,of narrow in on why was that and there,NA
4555.28,are variables in pma about uh whether,en petits groupes pour préciser pourquoi c'était et il y a des variables dans pma pour savoir si
4558.4,the woman tried to access health care,la femme a essayé d'accéder aux soins de santé
4561.36,for and ask the reason not just about,pour  et demander la raison non seulement de
4563.52,family planning use and whether she had,l'utilisation de la planification familiale et si elle a eu
4565.36,any um,des
4566.56,obstacles or difficulties accessing care,obstacles ou des difficultés à accéder aux soins
4568.96,during restrictions so kind of narrowing,"pendant les restrictions, donc en quelque sorte de"
4570.96,in on why,NA
4572.96,why that might be the case,préciser pourquoi cela pourrait être le cas
4574.96,or or why we didn't see,ou pourquoi nous n'avons pas vu d'
4577.44,significance about household income loss,importance à propos des choses de perte de revenu du ménage
4580,things like that so um though today the,comme ça alors euh bien qu'aujourd'hui les
4582.239,data is really rich um so definitely go,données soient vraiment riches euh alors allez certainement
4585.199,go and explore on the website,explorer sur le site
4588.4,thanks devin and just adding to that um,merci devin et ajoutez juste à ça euh
4591.12,uh if you're interested in some of the,euh si vous êtes intéressé par certains des
4592.88,results that we have on the impact of,résultats que nous avons sur l'impact de
4594.719,coveton on contraceptive use we do have,"coveton sur la contraception  utiliser, nous"
4597.36,a few papers on that that have been,avons quelques articles sur cela qui ont été
4599.12,published one of which we referred to,publiés dont l'un auquel nous avons fait référence
4600.719,earlier and overall we found that,"plus tôt et dans l'ensemble, nous avons constaté que"
4603.52,in um in our geographies where we have,dans um dans nos zones géographiques où nous avons des
4606.64,data from before and during covid we did,"données avant et pendant le covid, nous n'avons"
4609.199,not see significant changes in overall,pas vu de changements significatifs dans l'utilisation globale de la
4611.44,contraceptive use of the population,contraception de  Au
4613.04,level we also found that at the,"niveau de la population, nous avons également constaté qu'au"
4615.36,individual level women were more likely,"niveau individuel, les femmes étaient plus susceptibles"
4617.199,to adopt uh contraception than they were,d'adopter euh la contraception qu'elles ne l'étaient
4619.6,to discontinue,d'
4620.96,so this was contrary to what was,"arrêter, ce qui était contraire à ce à quoi on"
4622.48,expected that overall we expected to see,"s'attendait.  Dans l'ensemble, nous nous attendions à voir que"
4625.679,you know pretty large impact of covadon,vous connaissez l'impact assez important de l'utilisation des
4627.84,contraceptive use but we didn't see that,"contraceptifs covadon, mais nous n'avons pas vu cela"
4630.32,at the population or individual level,"au niveau de la population ou de l'individu,"
4632.4,but you know as was illustrated in this,"mais vous savez, comme cela a été illustré dans cette"
4634.159,session there's variation among women by,"session, il y a des variations parmi les femmes en"
4636.8,their their fear of covid uh so the,"raison de leur peur du covid, euh donc l'"
4639.04,story is somewhat more nuanced than than,histoire  est un peu plus nuancé
4641.199,just the overall population level um and,que le niveau global de la population euh et
4644.48,like uh devin said we're really just,"comme euh devin l'a dit, nous ne faisons"
4646.08,scratching the surface of the analysis,qu'effleurer la surface de l'analyse
4648.08,that we can do with pma data so i think,"que nous pouvons faire avec les données pma, donc je pense"
4650.88,there's,qu'il
4652,there's there's much more that can be,y a beaucoup plus qui peut être
4653.44,done,fait
4654.719,and i see another question in the chat,et je vois  une autre question dans le chat
4657.28,uh what what caveats do you add to,euh quelles mises en garde ajoutez-vous pour vous
4659.36,ensure one appreciates that some of the,assurer que certaines des
4660.88,pma data are regional within countries,données pma sont régionales au sein des pays
4663.199,and not national like congo india and,et non nationales comme le congo l'inde et le
4665.199,nigeria so that's true,nigeria donc c'est vrai
4667.679,so we don't uh produce national,donc nous ne produisons pas d'
4670.08,estimates for india dr congo or nigeria,estimations nationales pour l'inde dr congo  ou le nigeria
4674,so the data that we have are,afin que les données dont nous disposons ne soient
4675.28,representative only at the sub-national,représentatives qu'au niveau infranational
4676.96,level so we can't make any statements,", nous ne pouvons donc faire aucune déclaration"
4679.52,about national level estimates of covid,sur les estimations au niveau national de covid
4681.92,or family planning for those geographies,"ou de planification familiale pour ces g  géographiques,"
4684.32,but we do,mais nous
4686.32,provide data at the sub-national level,fournissons des données au niveau infranational
4688.159,which i think is,"qui, je pense,"
4689.84,we found is valuable for for programs,sont utiles pour les programmes de
4693.28,family planning uh,planification familiale euh
4694.8,government activities and um and other,activités gouvernementales et euh et à d'autres
4698.08,purposes as well,"fins,"
4699.44,including research,"y compris la recherche,"
4701.6,so more information about where our data,donc plus d'informations sur l'endroit où nos données
4704.08,are represented is on our website and,sont représentées se trouvent sur notre site Web
4706.08,and also like i said we'll make this,"et aussi, comme je l'ai dit, nous rendrons cette"
4707.44,presentation available if you have more,présentation disponible si vous avez d'autres
4708.88,questions,"questions,"
4712.56,all right,très
4716.96,great,NA
4718.08,so uh,"bien, donc"
4719.44,if there are no more questions um,"s'il n'y a plus de questions,"
4721.92,we want to thank you for for attending,nous voulons vous remercier d'avoir participé à
4723.679,this uh this webinar um we really,"ce webinaire, nous"
4725.92,appreciate uh your your interest in our,apprécions vraiment votre intérêt.  dans nos
4727.84,data and again um if you have any,données et encore euh si vous avez des
4730.4,questions please feel free to email us,"questions, n'hésitez pas à nous envoyer un e-mail"
4732.8,at the addresses i mentioned in the,aux adresses que j'ai mentionnées dans la
4734.4,previous slide,diapositive précédente
4735.84,and,et
4736.96,thanks very much once again,merci encore une fois
